audio_data,emotion
"[ 0.04988003  0.04907679  0.05551954 ... -0.9912943  -0.9917637
 -1.002396  ]",joy
"[-0.00504988 -0.0053377  -0.0059093  ... -0.10690489 -0.13128366
 -0.14579326]",joy
"[-0.10974418 -0.09873641 -0.0804887  ...  0.481645    0.49006408
  0.42798057]",joy
"[-0.5180341  -0.5342195  -0.47087055 ...  0.23786055  0.7493762
  0.98040086]",joy
"[-0.0730224   0.02260737  0.06638703 ...  0.00146979  0.00137446
  0.00064152]",joy
"[ 0.10865307  0.07930513  0.04736848 ...  0.0124556  -0.00536713
 -0.02364072]",joy
"[-0.02341914 -0.02000036 -0.01616972 ... -0.01507676 -0.01120573
 -0.00711941]",joy
"[-0.20615771 -0.19670163 -0.16460764 ...  0.02180374  0.01404424
  0.00304301]",joy
[0.00049446 0.01565646 0.01214756 ... 0.00767835 0.00565974 0.00339955],joy
"[ 0.02045931  0.00751092 -0.00373021 ... -0.00978332 -0.01341725
 -0.0159712 ]",neutral
[0.01293525 0.01335136 0.01468701 ... 0.00132133 0.01091853 0.02209132],joy
"[-0.08457895 -0.08619337 -0.07851417 ...  0.00432676  0.0058625
  0.00485823]",joy
"[-0.0047455  -0.00417644 -0.00299728 ...  0.01699387  0.0243875
  0.02915859]",joy
"[ 0.00197284 -0.00250297 -0.00597702 ... -0.00450034 -0.00537391
 -0.00508107]",joy
"[-0.00073079 -0.00107502 -0.00084088 ... -0.10432226 -0.08526342
 -0.06257971]",joy
"[-2.7411897e-03 -1.6948453e-03 -5.2243777e-05 ... -8.7061580e-03
  2.5487132e-04  9.9580847e-03]",neutral
[0.0625703  0.05882222 0.05351867 ... 0.00397273 0.00283337 0.00136523],joy
[0.0316716  0.02622788 0.02430326 ... 0.03117074 0.03244891 0.0408052 ],joy
[0.01649596 0.06174692 0.07491095 ... 0.05353035 0.03864936 0.02677041],joy
"[-0.04028303 -0.02250639 -0.00841161 ...  0.00511891  0.00744697
  0.00627892]",joy
"[-0.02429721 -0.01795471 -0.00117346 ...  0.02378981  0.02986885
  0.03307078]",joy
"[-0.10176356 -0.06679323 -0.05036602 ...  0.29051402  0.578648
  0.7706159 ]",joy
"[-0.00896825 -0.00791151 -0.00460224 ...  0.0522522   0.05412261
  0.05247379]",joy
[0.00314783 0.00372679 0.00385214 ... 0.00328191 0.00363163 0.003728  ],joy
"[-0.00235609 -0.00813309 -0.01453391 ...  0.00103248  0.015733
  0.0181771 ]",joy
"[-0.0748565  -0.07070932 -0.05515236 ...  0.02939098  0.02904529
  0.02597214]",joy
"[-0.10599348 -0.0782821  -0.03810723 ...  0.00371836  0.00177897
 -0.00562129]",joy
"[-0.18568315 -0.16811016 -0.17159487 ... -0.07902657  0.04950687
  0.13597   ]",joy
"[ 0.00045951  0.00151964  0.00436607 ... -0.11504051 -0.04518789
  0.00668789]",joy
"[ 0.04291515  0.03874124  0.03034123 ... -0.01016582  0.00206472
  0.01075614]",joy
[0.08129653 0.03859981 0.01606966 ... 0.13762489 0.14100721 0.14369898],joy
"[-0.03975736 -0.06869961 -0.09107314 ...  0.01867856  0.01474951
  0.01083239]",joy
"[ 0.0907272   0.04153664 -0.0016872  ... -0.35387343 -0.28576675
 -0.17785169]",joy
"[ 0.03161552  0.03222051  0.04133032 ... -0.1000606  -0.0803083
 -0.05663216]",joy
[0.00303006 0.01267879 0.01983379 ... 0.00104284 0.00066634 0.00056535],joy
"[-1.4865014e-02  3.5281158e-03  1.6304733e-02 ...  3.1448915e-03
  1.4169741e-03  4.0147526e-05]",joy
"[-0.11564562 -0.12795089 -0.11773183 ...  0.08190435  0.08593123
  0.08634733]",joy
"[ 0.05394798  0.01974928 -0.01242125 ...  0.08835812  0.08510219
  0.07314317]",joy
"[-0.00211366  0.0018985   0.00398285 ...  0.0075543   0.0054067
  0.00420546]",joy
"[-0.11122524 -0.03826461  0.02341766 ... -0.08902813 -0.09666298
 -0.10525432]",joy
[0.0075556  0.00478537 0.00408231 ... 0.02258386 0.02124505 0.01938667],neutral
[0.00233724 0.00197547 0.00118244 ... 0.01881765 0.02199301 0.02696779],surprise
[0.4614922  0.51506233 0.54572946 ... 0.14151838 0.10871961 0.06984085],surprise
"[ 0.09241959  0.08920409  0.08099011 ... -0.00350598 -0.00916783
 -0.01080827]",joy
"[-0.15115266 -0.11594394 -0.06697615 ...  0.01040616  0.00912513
  0.00791666]",neutral
"[ 0.00427245  0.00853872  0.01124993 ... -0.00680228 -0.00600334
 -0.0044329 ]",neutral
"[-0.02610886 -0.02032463 -0.01780674 ...  0.01744203  0.02391445
  0.0307785 ]",joy
"[ 3.0360336e-04 -4.1046704e-04 -7.8156882e-06 ...  3.0977442e-03
  3.0612512e-03  2.0833734e-04]",joy
"[ 0.00271308 -0.00092089 -0.00194876 ... -0.0153045  -0.01641521
 -0.01688394]",joy
[0.00806681 0.01516382 0.02351484 ... 0.00485668 0.00550396 0.00576755],joy
[0.00549903 0.00617688 0.00653478 ... 0.06972523 0.08231616 0.09187163],joy
"[-0.00409229 -0.00568592 -0.00828565 ... -0.00390111 -0.002726
 -0.00261848]",neutral
"[-0.00118027 -0.00119491 -0.00141502 ... -0.00212285 -0.0025138
 -0.00261594]",neutral
"[-0.0086361  -0.00977874 -0.01048167 ...  0.00839947  0.01047826
  0.01429439]",anger
"[ 0.01261497  0.01141876  0.01025253 ... -0.00181962 -0.00183735
 -0.00183159]",anger
"[-0.00545953 -0.00541939 -0.00450594 ... -0.00400502 -0.00382817
 -0.00372765]",anger
"[-0.02065292 -0.02190657 -0.02430563 ...  0.01568221  0.01446914
  0.01560716]",anger
[0.05690747 0.06211747 0.07040569 ... 0.10882938 0.10276782 0.08520571],anger
"[-0.00241755 -0.00216714 -0.00205738 ... -0.00432344 -0.0038072
 -0.00350248]",anger
"[-0.00307246 -0.00207444 -0.00109315 ...  0.00380921  0.00544558
  0.00596818]",anger
[0.13292126 0.10751903 0.04132184 ... 0.10441019 0.22736946 0.23157737],anger
"[-0.03620413  0.00932877  0.02139348 ...  0.02633726 -0.01541493
 -0.02333775]",anger
"[ 0.04078123  0.04269391  0.03937732 ...  0.00149948 -0.00030901
 -0.00065052]",anger
"[ 0.00439529  0.00328258  0.00198631 ... -0.02913172 -0.02482016
 -0.02227766]",anger
[0.07316662 0.07266174 0.0738285  ... 0.05320207 0.05586557 0.0558148 ],anger
"[ 0.00955984  0.01038068  0.01077181 ... -0.03590887 -0.03904422
 -0.04061713]",anger
[0.00398975 0.00434173 0.00469295 ... 0.01957998 0.02853887 0.04127704],anger
"[-0.06499154 -0.06687735 -0.06382792 ... -0.03693712 -0.03805528
 -0.03753078]",anger
"[ 0.01287793  0.00563594  0.001134   ... -0.08819987 -0.08792882
 -0.08784431]",anger
"[-0.00096795 -0.00027882  0.00113552 ... -0.00316976  0.00265845
  0.01018667]",neutral
"[ 1.2877512e-01 -1.0960445e-02 -6.5589927e-02 ...  2.7328384e-05
 -3.5309313e-07 -1.9353520e-04]",neutral
"[-0.00159451 -0.00068227 -0.00071119 ... -0.00729054 -0.00852795
 -0.00994413]",anger
"[ 0.00826582  0.00532529  0.00306231 ... -0.00032992 -0.00584305
 -0.00960418]",anger
"[-0.54127395 -0.8888974  -1.0010775  ...  0.05513994  0.05729941
  0.10243479]",anger
[0.00389092 0.06116362 0.08592154 ... 0.01299831 0.02425982 0.01606307],anger
[0.00423    0.00479093 0.00515719 ... 0.00513068 0.00538288 0.00557187],anger
"[-0.00492219 -0.00462918 -0.00295685 ... -0.00470355 -0.0043158
 -0.00273947]",anger
[0.12337555 0.17098135 0.20507278 ... 0.92606825 0.99403185 1.0003171 ],anger
"[ 0.01232539  0.00181681 -0.00814747 ... -0.01796133  0.00211416
  0.01576694]",neutral
"[-0.00729064 -0.00777718 -0.00736413 ...  0.00371427  0.0026148
  0.00250821]",neutral
"[-0.11260718 -0.12403825 -0.1384877  ... -0.00030282  0.00035674
  0.00115397]",neutral
"[-9.3055336e-05  2.0910612e-04  8.6906611e-04 ... -3.7348673e-03
  4.3847808e-04  6.0490943e-03]",anger
"[ 0.00438969  0.00074232 -0.00274551 ...  0.00445195  0.00470045
  0.00544366]",anger
"[-0.004282   -0.00512272 -0.00558607 ...  0.00142055  0.00106267
  0.00108906]",anger
[0.04188736 0.03853765 0.0329175  ... 0.00127454 0.00081832 0.00020382],neutral
"[-0.08570833 -0.08581469 -0.08643489 ... -0.00215458 -0.00019079
  0.002041  ]",neutral
"[ 0.03864354  0.00958724 -0.0190143  ...  0.02063399  0.03498941
  0.04903565]",anger
"[ 0.00252643  0.0005815  -0.00113284 ... -0.00355922 -0.00395125
 -0.0039711 ]",anger
[0.00101924 0.00105352 0.00182913 ... 0.01385408 0.01189175 0.00978169],anger
[0.00306792 0.00270783 0.00180281 ... 0.00463373 0.00287949 0.00339978],anger
"[ 0.00246974  0.00189689  0.00136348 ... -0.0249961  -0.00889993
  0.00615044]",neutral
"[-0.00765309 -0.00862228 -0.00906208 ... -0.00055431  0.01016925
  0.01452331]",neutral
"[-0.00778959 -0.00629211 -0.00462978 ...  0.02812675  0.02961412
  0.03039816]",anger
"[-0.05576671 -0.08637096 -0.12006484 ...  0.051267    0.02119245
 -0.00938655]",anger
"[-0.00057857 -0.00456953 -0.01312966 ...  0.02952432  0.0407079
  0.04975162]",anger
[0.57172215 0.5568898  0.52056974 ... 0.08044203 0.06018814 0.03555488],anger
"[ 0.03071345  0.02490578  0.01608791 ... -0.57520604 -0.46651495
 -0.23150997]",anger
"[ 0.00063769  0.00022158  0.00060249 ... -0.04883579 -0.06676088
 -0.08818847]",anger
"[ 0.1613945   0.17808399  0.17341073 ... -0.94858825 -1.0029585
 -0.96096903]",anger
"[ 0.00147178 -0.00609793 -0.00682533 ... -0.12017649 -0.14692667
 -0.1577645 ]",anger
"[ 0.05451852  0.06461403  0.07384678 ... -0.1075265  -0.11101015
 -0.11378387]",anger
[0.00343244 0.00304738 0.00308185 ... 0.00550798 0.0058506  0.00700088],anger
"[ 0.03523462  0.04004479  0.04317177 ... -0.00507677 -0.00484802
 -0.0049636 ]",neutral
"[ 0.0002835   0.0009018   0.00126703 ... -0.0005301   0.0006636
  0.00131654]",anger
"[ 0.00099538  0.00142424  0.00197412 ... -0.00369806 -0.00376857
 -0.00426395]",anger
"[-0.26224038 -0.25257486 -0.24049795 ...  0.00464894 -0.01714979
 -0.03539253]",anger
"[-0.00548115  0.01292318  0.02987135 ... -0.15334369 -0.17526442
 -0.18892449]",anger
[0.01036234 0.01767917 0.02254511 ... 0.23411098 0.20760089 0.18855307],anger
"[-0.36232722 -0.3747277  -0.37737975 ...  0.08109316  0.07930383
  0.05573963]",anger
"[ 0.00240615  0.00215189  0.0012535  ... -0.00255739 -0.00203837
 -0.00148703]",anger
"[-0.0048227  -0.00459349 -0.00345438 ... -0.00529122 -0.00332913
 -0.00075657]",anger
"[-0.01732778  0.02880985  0.02657517 ...  0.0611783  -0.04013177
 -0.14628494]",anger
"[-0.21993497 -0.0889268   0.11203802 ... -0.09056701 -0.05178847
 -0.00773145]",joy
"[ 0.00976532 -0.02566668 -0.05545853 ...  0.04489999  0.04340245
  0.02902019]",joy
"[-0.01597336 -0.00938077 -0.00799431 ...  0.04693607  0.02252237
  0.00757753]",joy
"[-0.10009309 -0.0831967  -0.06030048 ...  0.02060381  0.02424144
  0.02717923]",joy
"[ 0.13963401  0.17731334  0.172174   ... -0.8355213  -0.7973905
 -0.6410085 ]",joy
"[-0.00365958  0.00190825  0.00564788 ...  0.00702623  0.00633492
  0.005801  ]",joy
"[ 3.2018046e-03  3.7380762e-04 -9.0897497e-04 ... -4.4792765e-01
 -3.6566991e-01 -2.7388930e-01]",joy
"[ 0.00498959  0.00509514  0.00645494 ... -0.0085017  -0.00339799
 -0.00538305]",joy
"[ 0.03790163  0.04713555  0.05239262 ... -0.0005093  -0.00134308
 -0.00132651]",joy
"[-0.0020253   0.00292503  0.00785559 ... -0.01142378 -0.01304001
 -0.01254485]",joy
"[-0.00195782 -0.00151181 -0.00085241 ... -0.00420555  0.10270299
  0.1392799 ]",joy
"[ 0.17691562  0.1205526   0.07479722 ... -0.06389359 -0.04336461
 -0.02981581]",joy
"[ 0.01840178 -0.00058514 -0.00976596 ... -0.06340763 -0.05304141
 -0.04538737]",joy
"[-0.00643754 -0.00670205 -0.00656479 ...  0.02839191  0.00341551
 -0.02013542]",joy
"[-0.0045244  -0.0062008  -0.0033599  ... -0.05980343 -0.06894058
 -0.07401549]",joy
"[-0.06659404 -0.04321955 -0.02751248 ... -0.06548944 -0.04232015
 -0.0156741 ]",joy
"[ 0.06546254  0.07601118  0.06963401 ... -0.03667708 -0.03633974
 -0.03740663]",joy
"[-0.00280232 -0.00473043 -0.00545337 ... -0.07557281 -0.08377525
 -0.08976201]",joy
"[-0.13530204 -0.13222279 -0.1198826  ... -0.08095197 -0.07917744
 -0.07546721]",joy
[0.03407575 0.03301428 0.03206477 ... 0.03221562 0.02537319 0.02110726],joy
"[-0.01263045 -0.01468347 -0.01605373 ...  0.00699043  0.00679618
  0.0066458 ]",neutral
"[-0.24148387 -0.26299357 -0.27643362 ... -0.00218955 -0.00495435
 -0.0077648 ]",neutral
"[ 0.02782594  0.02398718  0.01691023 ... -0.04191306 -0.05097045
 -0.06012713]",joy
"[-0.03932988 -0.0479691  -0.05307433 ...  0.0025238  -0.00104312
 -0.00025569]",joy
"[-0.00720794 -0.00451687 -0.00279627 ... -0.0403371  -0.04084839
 -0.03975915]",joy
"[ 4.1070645e-05 -3.5589121e-04 -9.5629669e-04 ... -1.1225365e-03
 -1.0949570e-02 -5.1240600e-03]",neutral
"[-0.01076285 -0.0133345  -0.0137213  ... -0.01662578 -0.01901767
 -0.02093025]",joy
"[ 1.4177450e-03 -5.8743957e-04 -9.2385366e-04 ...  1.5066600e-04
  1.5374557e-04 -6.7927103e-06]",neutral
[0.00959945 0.01022441 0.01027753 ... 0.00424567 0.00796237 0.01004854],anger
"[-0.00460222 -0.00472601 -0.00537805 ...  0.25681144  0.170936
  0.04238368]",anger
[0.00390733 0.00277738 0.00321579 ... 0.00494254 0.00595675 0.00808464],anger
"[-0.20924325 -0.17129263 -0.13622564 ...  0.04136929  0.00372762
 -0.03355931]",anger
"[ 0.03521837  0.04129487  0.04815471 ... -0.0032911  -0.00503947
 -0.00720185]",anger
"[ 0.02931058  0.0262795   0.01092404 ... -0.00042539  0.0001618
  0.00053328]",anger
"[-0.1245677  -0.1028154  -0.07047035 ... -0.00437291 -0.00537077
 -0.00498491]",anger
"[-0.40710354 -0.39519194 -0.29483736 ...  0.5977286   0.6038532
  0.5661164 ]",anger
"[-0.37052888 -0.48307446 -0.562714   ...  0.02243829  0.02268489
  0.02832842]",anger
[0.09464508 0.0878562  0.0773368  ... 0.01888999 0.03270669 0.04474004],anger
"[ 0.07049589  0.06729148  0.06450243 ... -0.04012972 -0.10110237
 -0.07221938]",anger
"[-0.0630146  -0.06760721 -0.04064945 ... -0.04629081  0.06112263
  0.1666472 ]",anger
"[-0.00587949 -0.01351637 -0.01954573 ...  0.09814756  0.07169953
  0.05071107]",anger
"[ 0.16873395  0.171159    0.17428088 ...  0.02450259 -0.00455621
 -0.0345837 ]",anger
"[ 0.16041076  0.2116105   0.31693596 ... -0.00432745 -0.00413322
 -0.00394294]",anger
[0.00131056 0.0014932  0.00094146 ... 0.00401378 0.00441577 0.00478511],neutral
[0.00246283 0.00194637 0.00185219 ... 0.00250524 0.00311688 0.00322714],sadness
[0.00325556 0.00551065 0.00754268 ... 0.0351451  0.02866808 0.02107218],sadness
"[-0.00173921 -0.00250682 -0.00373558 ... -0.00029873 -0.00021627
 -0.00072236]",sadness
"[ 1.1369113e-02  9.4811935e-03  9.0065412e-03 ...  1.0382012e-03
  5.8679539e-04 -7.3551128e-06]",sadness
"[-0.01182293 -0.01068071 -0.00943395 ... -0.00151932 -0.00073304
 -0.0009161 ]",anger
"[-0.47141886 -0.58231616 -0.67236984 ... -0.548633   -0.5510213
 -0.4879873 ]",anger
"[-0.0079699  -0.00108116  0.00395851 ...  0.00211993 -0.0002117
  0.00212018]",anger
"[ 0.00567885 -0.00081057 -0.00424146 ... -0.13848889 -0.13657147
 -0.14556305]",anger
"[ 0.01191112  0.00661064  0.00187693 ... -0.04980768 -0.05484177
 -0.05921075]",sadness
[0.03152563 0.03385545 0.03334416 ... 0.00030796 0.00047377 0.0004917 ],sadness
"[-0.00050537  0.00197992  0.00420548 ... -0.00219044 -0.00276403
 -0.00323247]",sadness
"[ 0.00408187  0.00269852  0.0016445  ... -0.01232157 -0.01846815
 -0.02239038]",sadness
"[-0.01006976 -0.00965335 -0.00925184 ... -0.00039559 -0.00031901
  0.00018579]",sadness
"[ 0.0042801   0.00389939  0.00363697 ... -0.03365753 -0.04281154
 -0.0454078 ]",surprise
"[-1.1333339e-02 -7.3528104e-03  8.5899141e-05 ...  1.5930901e-03
  2.1916858e-03  1.7891693e-03]",surprise
"[-0.0009315  -0.00143294 -0.00296109 ...  0.00287882  0.0025102
  0.00153733]",sadness
[0.00728625 0.00548175 0.00124568 ... 0.00055005 0.00078446 0.00140747],joy
"[-0.00163624 -0.00143083 -0.0004171  ...  0.01965503  0.02148605
  0.03158623]",joy
"[ 0.0002118  -0.00019027 -0.00068895 ... -0.00497003 -0.00486477
 -0.00450487]",sadness
"[-0.00222505 -0.00312233 -0.00463645 ... -0.00062197 -0.00148841
 -0.00207836]",neutral
"[-0.0048165  -0.00414951 -0.00421873 ...  0.00648414  0.00472804
  0.00303562]",joy
"[-0.00884406 -0.00874542 -0.00687443 ... -0.01009145 -0.0119285
 -0.01364623]",joy
"[ 0.00031879  0.00056312  0.00060599 ... -0.06665008 -0.07064948
 -0.07399066]",joy
[0.02349506 0.02273306 0.02134062 ... 0.10303367 0.09736057 0.08493426],anger
"[-5.1170541e-03 -6.9172094e-03 -6.5181777e-03 ... -1.6053261e-04
  8.7374050e-05  1.0459978e-04]",neutral
"[ 0.07129046  0.06540197  0.05994582 ... -0.0112351  -0.01375742
 -0.01349142]",anger
"[-0.00216703 -0.00284713 -0.00303653 ... -0.04268745 -0.04908521
 -0.05854734]",neutral
"[-2.3935863e-05 -1.7141132e-03 -8.5465498e-03 ... -6.2973993e-03
 -2.3737587e-03 -2.4578127e-04]",anger
"[-0.00039079 -0.00080968 -0.00114099 ... -0.01591913 -0.02002653
 -0.01508009]",anger
"[-0.02874649 -0.02697301 -0.02645888 ...  0.02970898  0.02707499
  0.03189157]",anger
"[-0.00420234 -0.00315141 -0.00095194 ... -0.00131886 -0.00190327
 -0.0028713 ]",anger
"[-0.00083868 -0.00120521 -0.00478833 ... -0.06872427 -0.07440561
 -0.08037093]",anger
"[-0.004692   -0.0034993  -0.00272285 ... -0.00714299 -0.00569236
  0.00052286]",neutral
"[ 0.00261848  0.00244979  0.0019935  ... -0.0805812  -0.07997943
 -0.07746511]",neutral
"[-0.00176301 -0.00784373 -0.01210893 ... -0.01338987 -0.0101739
 -0.00685637]",neutral
"[ 0.00044647  0.00087166  0.0008505  ... -0.01106273 -0.01105744
 -0.01066707]",neutral
[0.02063892 0.02841701 0.03782725 ... 0.02998162 0.02766279 0.02634831],neutral
"[-0.00581784 -0.0059296  -0.00532626 ...  0.00399708  0.00363205
  0.00361358]",neutral
"[ 0.00333038  0.00370336  0.0039943  ... -0.00569602 -0.00500135
 -0.00510521]",neutral
[0.00110663 0.00083341 0.00076511 ... 0.07220289 0.07332885 0.07277454],neutral
"[-0.00461059 -0.00450079 -0.00411008 ...  0.0047751   0.00395383
  0.0024194 ]",neutral
"[ 0.01009603  0.00819609  0.00539587 ... -0.02976077 -0.0322555
 -0.03434055]",neutral
"[-0.00079987 -0.0008041  -0.00065251 ... -0.00232259 -0.00232542
 -0.00210698]",anger
[0.00247115 0.00073028 0.00062264 ... 0.00373229 0.00384201 0.00375643],anger
"[-0.15484744 -0.14828569 -0.1432006  ... -0.19663347 -0.18573897
 -0.16403174]",anger
[0.00233686 0.00141876 0.00077196 ... 0.00212905 0.00211657 0.00200092],anger
"[ 0.00635629 -0.01298466 -0.03581033 ...  0.00703508  0.00718522
  0.0076912 ]",anger
"[-0.00460482 -0.00381974 -0.00199437 ... -0.00186942 -0.00333094
 -0.0048263 ]",sadness
"[-0.14120182 -0.13712579 -0.12865238 ...  0.00155451  0.00257613
  0.00274523]",sadness
"[-0.00168358 -0.00148103 -0.00135646 ...  0.00409077  0.00473233
  0.0047927 ]",neutral
"[ 0.00160478  0.00118117  0.00081446 ... -0.0011876  -0.00147929
 -0.00179505]",sadness
"[-0.00743929 -0.00709839 -0.00595033 ...  0.00451511  0.00448296
  0.00427409]",sadness
"[ 0.00251889  0.00257894  0.00255263 ... -0.00189027  0.01146828
  0.01548812]",sadness
"[-0.00199188 -0.00240579 -0.00272817 ... -0.01124689 -0.01116404
 -0.01062956]",sadness
"[ 0.00425775  0.0039112   0.00359932 ... -0.00081723 -0.00085234
 -0.00132655]",sadness
"[ 0.00116378  0.00240038  0.00355028 ... -0.00559824 -0.00318983
 -0.00103962]",joy
"[-0.00464113 -0.00510347 -0.00816575 ...  0.00289094  0.00453686
  0.00508994]",neutral
[0.00182226 0.00188961 0.00105582 ... 0.03323448 0.03710144 0.04018283],neutral
"[-0.00083419  0.00131649  0.00445367 ... -0.00253906 -0.0025013
 -0.00220413]",joy
[0.00288139 0.00294405 0.0036034  ... 0.00562113 0.00548863 0.00537168],joy
"[-0.00062712 -0.00056532 -0.00051479 ...  0.00240426  0.00285728
  0.00308946]",neutral
"[ 0.0015385   0.0012872   0.00092303 ... -0.00280745 -0.00270134
 -0.00301074]",neutral
"[-0.00158675 -0.00095007 -0.00152782 ... -0.00467092 -0.00515093
 -0.00521472]",neutral
"[-0.05906026  0.09876251  0.23993972 ... -0.21270834 -0.12031887
 -0.03297587]",anger
"[-0.03112918 -0.01016998 -0.00927013 ...  0.00706468  0.00225507
 -0.00399269]",anger
"[ 0.00167375  0.00172933  0.00169763 ... -0.177372   -0.20208529
 -0.21898401]",anger
"[ 0.0940223   0.08224076  0.05110453 ... -0.06747045 -0.04396736
 -0.03423614]",anger
[0.25671884 0.19894075 0.16503173 ... 0.020348   0.02167143 0.02209317],anger
"[ 0.00552099 -0.00871795 -0.02371118 ...  0.00208861  0.00143102
  0.00099401]",anger
"[-0.0784274  -0.08606855 -0.0931942  ...  0.00772036  0.00602774
  0.00381806]",anger
"[ 0.05095242  0.03679343  0.02650645 ... -0.00862748 -0.00721654
 -0.00556714]",sadness
"[ 0.01243079  0.01408284  0.00973903 ...  0.07740872  0.00634482
 -0.07334491]",anger
[0.00283717 0.00310588 0.00329591 ... 0.00245595 0.00154896 0.0006047 ],neutral
"[-0.00165026 -0.00096283 -0.00031153 ...  0.006754    0.00654782
  0.00693055]",joy
"[-0.01849584 -0.01755332 -0.01652988 ...  0.00372507  0.004143
  0.00449032]",anger
"[ 3.2772700e-04  7.4732394e-05  8.6583255e-05 ...  2.7913393e-03
 -2.5801128e-04 -3.9767791e-03]",sadness
"[7.6277312e-05 4.0153041e-04 5.2089617e-04 ... 2.8297787e-03 2.3514985e-03
 2.2401935e-03]",neutral
"[5.2419198e-03 5.7446230e-03 5.6571253e-03 ... 3.7265992e-05 3.3073183e-04
 3.5697725e-04]",anger
"[ 0.00265214  0.00238351  0.00205086 ... -0.00159681 -0.0005653
  0.00016416]",neutral
"[-0.00012251 -0.00061161 -0.00087707 ... -0.00232794 -0.00225284
 -0.00211563]",anger
"[ 0.08139278  0.08145803  0.08188836 ...  0.00016147 -0.00237758
 -0.00071798]",anger
"[-0.05283564 -0.04980123 -0.04678262 ... -0.00482157 -0.00328154
 -0.00292281]",anger
"[-0.00729386 -0.00831322 -0.01174632 ...  0.00508348  0.00478353
  0.00475329]",anger
"[-0.00143613  0.00080367  0.00238925 ... -0.00063387 -0.00082139
 -0.00059073]",sadness
"[ 2.4829060e-06  6.8734190e-03 -4.0517775e-03 ...  4.0683029e-03
 -1.0147481e-04 -3.0059617e-03]",sadness
"[-5.6199444e-04 -3.3790933e-04 -3.9473438e-04 ... -1.7483195e-04
 -9.2058181e-06  2.9926819e-05]",sadness
